store_name,order_date,order_total,delivery_platform,status
Atlantis Fresh Market #540,2025-04-07 02:11:13.754000+00:00,12.52,UberEats,completed
Shell Quick Save,2025-04-07 02:10:40.533000+00:00,12.36,DoorDash,completed
Par Mar Stores - 207 (River Rd),2025-04-07 02:08:30.683000+00:00,38.3,DoorDash,cancelled
Shell Food Plaza,2025-04-07 02:08:30.414000+00:00,4.88,DoorDash,completed
Jacksons Food Stores #73,2025-04-07 02:08:01.537000+00:00,16.95,DoorDash,completed
Circle K (1697 Norman Dr),2025-04-07 02:07:53.446000+00:00,20.48,DoorDash,completed
U-Stop Convenience Shop Highlands,2025-04-07 02:07:04.792000+00:00,6.98,DoorDash,completed
Quick Track - LaMa #76,2025-04-07 02:06:59.104000+00:00,7.78,DoorDash,completed
Rocket #4274,2025-04-07 02:06:50.327000+00:00,13.65,DoorDash,completed
Fastbreak Convenience Store - Stewart Ave Market,2025-04-07 02:06:45.856000+00:00,20.64,DoorDash,completed
Energy Mart 10 - Long Shoals Rd,2025-04-07 02:04:30.792000+00:00,23.81,UberEats,denied
Clipper Petroleum #47,2025-04-07 02:04:22.260000+00:00,11.07,DoorDash,completed
Jacksons Food Stores #625,2025-04-07 02:03:44.949000+00:00,14.15,UberEats,completed
Jacksons Food Stores #95,2025-04-07 02:03:30.728000+00:00,10.97,DoorDash,completed
Rocket #5456,2025-04-07 02:03:01.507000+00:00,11.49,GrubHub,completed
Jacksons Food Stores #60,2025-04-07 02:02:20.667000+00:00,8.37,DoorDash,completed
Sandri - StopSmart W Lebanon,2025-04-07 02:01:39.131000+00:00,11.68,DoorDash,completed
Rocket #6536,2025-04-07 02:01:32.802000+00:00,7.18,UberEats,completed
Mixx Market 18 - Taron Shell,2025-04-07 02:01:21.652000+00:00,4.88,DoorDash,completed
Circle K (6357 Eastern Ave),2025-04-07 02:00:02.469000+00:00,0.79,UberEats,completed
Jacksons Food Stores #633,2025-04-07 01:58:27.756000+00:00,11.76,UberEats,completed
Par Mar Stores - 11,2025-04-07 01:58:17.887000+00:00,7.98,DoorDash,cancelled
Mobil Kickstart,2025-04-07 01:57:34.502000+00:00,6.17,UberEats,completed
Jacksons Food Stores #168,2025-04-07 01:56:45.881000+00:00,20.93,UberEats,completed
Anderson Convenience Market #140,2025-04-07 01:56:20.223000+00:00,1.69,DoorDash,completed
Jacksons Food Stores (#516),2025-04-07 01:56:19.730000+00:00,13.66,DoorDash,completed
Kangaroo Express (8967 Jefferson Hwy),2025-04-07 01:54:44.655000+00:00,16.46,DoorDash,completed
Quick Track 80,2025-04-07 01:54:17.959000+00:00,10.47,UberEats,completed
Mixx Market 51 - Taylor Road Shell,2025-04-07 01:53:48.579000+00:00,12.56,DoorDash,completed
Clipper Petroleum #91,2025-04-07 01:53:02.643000+00:00,6.78,DoorDash,completed
Atlantis Fresh Market #508,2025-04-07 01:53:00.853000+00:00,25.8,UberEats,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-07 01:52:44.068000+00:00,5.98,UberEats,completed
Jacksons Food Stores #145,2025-04-07 01:49:59.133000+00:00,24.95,UberEats,completed
Big Boss Stores 3 - Emerald Coast Pkwy,2025-04-07 01:49:57.349000+00:00,12.06,UberEats,cancelled
Clipper Petroleum #47,2025-04-07 01:49:48.659000+00:00,7.46,UberEats,completed
Jacksons Food Stores #21,2025-04-07 01:47:36.505000+00:00,5.99,DoorDash,completed
Chicken King (Kim Hoang),2025-04-07 01:47:34.429000+00:00,21.88,UberEats,completed
Jacksons Food Stores #200,2025-04-07 01:47:24.361000+00:00,10.86,UberEats,completed
Rocket #4274,2025-04-07 01:47:14.252000+00:00,10.07,DoorDash,completed
Fastbreak Convenience Store - Homedale Fastbreak,2025-04-07 01:46:52.550000+00:00,3.19,DoorDash,completed
Jacksons Food Stores #198,2025-04-07 01:44:42.487000+00:00,14.99,GrubHub,completed
Rocket #6216,2025-04-07 01:43:14.387000+00:00,27.29,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-07 01:41:59.500000+00:00,3.99,UberEats,completed
On the Go #2,2025-04-07 01:39:35.944000+00:00,2.19,DoorDash,denied
Tiger Mart #15,2025-04-07 01:38:59.701000+00:00,46.03,UberEats,completed
Clipper Petroleum #77,2025-04-07 01:38:21.553000+00:00,19.34,UberEats,cancelled
Clipper Petroleum #39,2025-04-07 01:38:18.169000+00:00,36.69,UberEats,completed
Rocket #7790,2025-04-07 01:38:11.058000+00:00,5.69,DoorDash,completed
U-Stop Convenience Shop 13th & South,2025-04-07 01:38:01.763000+00:00,16.73,DoorDash,completed
Circle K (6357 Eastern Ave),2025-04-07 01:37:35.551000+00:00,5.98,UberEats,denied
Circle K (2909 E South Blvd),2025-04-07 01:36:04.161000+00:00,9.77,DoorDash,cancelled
Jacksons Food Stores #149,2025-04-07 01:32:42.193000+00:00,24.28,DoorDash,completed
Double Kwik - 2076,2025-04-07 01:32:27.263000+00:00,42.21,DoorDash,completed
Circle K (3301 SW 2nd St),2025-04-07 01:31:25.968000+00:00,7.48,UberEats,completed
Clipper Petroleum #60,2025-04-07 01:30:52.840000+00:00,12.78,DoorDash,completed
Rocket #746,2025-04-07 01:30:14.050000+00:00,17.95,DoorDash,completed
Rocket #5519,2025-04-07 01:28:53.161000+00:00,8.48,DoorDash,completed
Jacksons Food Stores #68,2025-04-07 01:27:10.931000+00:00,10.99,DoorDash,completed
Clipper Petroleum #40,2025-04-07 01:26:44.015000+00:00,9.85,DoorDash,completed
Coopers Chicken (Homedale),2025-04-07 01:26:20.467000+00:00,11.48,DoorDash,completed
Rocket #5269,2025-04-07 01:26:14.716000+00:00,11.96,GrubHub,completed
Circle K (2200 W Point Pkwy),2025-04-07 01:26:13.394000+00:00,3.79,DoorDash,cancelled
Tufts Convenience ,2025-04-07 01:25:56.302000+00:00,10.84,GrubHub,completed
Abhi and Father,2025-04-07 01:25:42.322000+00:00,6.5,GrubHub,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-07 01:25:35.431000+00:00,12.35,UberEats,completed
Jacksons Food Stores #804,2025-04-07 01:25:34.005000+00:00,3.49,DoorDash,completed
Jacksons Food Stores #198,2025-04-07 01:25:15.468000+00:00,11.49,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-07 01:24:42.468000+00:00,12.99,DoorDash,completed
U-Stop Convenience Shop 48th & Hwy 2,2025-04-07 01:24:28.235000+00:00,5.08,DoorDash,completed
Klondike Food Mart,2025-04-07 01:22:27.914000+00:00,8.76,UberEats,completed
Mixx Market 54 - El Dorado Hills Shell,2025-04-07 01:22:03.928000+00:00,52.21,DoorDash,completed
Jacksons Food Stores #25,2025-04-07 01:21:13.871000+00:00,9.97,UberEats,completed
Jacksons Food Stores #54,2025-04-07 01:20:12.317000+00:00,7.98,DoorDash,completed
Rocket #7961,2025-04-07 01:19:32.016000+00:00,18.17,DoorDash,completed
Circle K (3390 FL-17),2025-04-07 01:19:28.522000+00:00,25.54,UberEats,completed
Circle K (2909 E South Blvd),2025-04-07 01:18:32.223000+00:00,3.29,DoorDash,completed
Atlantis Fresh Market #92,2025-04-07 01:18:04.158000+00:00,5.52,UberEats,completed
Rocket #6656,2025-04-07 01:17:49.686000+00:00,15.95,DoorDash,cancelled
Circle K (Airport Road),2025-04-07 01:16:34.378000+00:00,14.16,UberEats,completed
Clipper Petroleum #32,2025-04-07 01:15:32.427000+00:00,11.26,UberEats,completed
Jacksons Food Stores #125,2025-04-07 01:14:04.333000+00:00,9.26,GrubHub,completed
Atlantis Fresh Market #30,2025-04-07 01:13:42.676000+00:00,4.98,UberEats,completed
Chevron Food Mart - Buford,2025-04-07 01:13:39.644000+00:00,5.58,UberEats,cancelled
Flatshoals Food Store,2025-04-07 01:13:21.259000+00:00,35.9,DoorDash,completed
Clipper Petroleum #30,2025-04-07 01:12:26.566000+00:00,17.65,DoorDash,completed
Jacksons Food Stores #625,2025-04-07 01:12:04.209000+00:00,10.36,UberEats,completed
Jacksons Food Stores #160,2025-04-07 01:11:27.890000+00:00,27.32,DoorDash,completed
Rotten Robbie #65,2025-04-07 01:11:02.358000+00:00,2.79,DoorDash,completed
Jacksons Food Stores #23,2025-04-07 01:09:58.117000+00:00,10.68,GrubHub,completed
Jacksons Food Stores #160,2025-04-07 01:08:57.565000+00:00,28.71,DoorDash,completed
Quick Track 80,2025-04-07 01:07:48.769000+00:00,17.73,UberEats,completed
Rocket #6544,2025-04-07 01:07:07.211000+00:00,5.88,DoorDash,cancelled
Flatshoals Food Store,2025-04-07 01:06:53.646000+00:00,7.27,DoorDash,completed
Jacksons Food Stores #804,2025-04-07 01:06:33.976000+00:00,22.12,UberEats,completed
Jacksons Food Stores #54,2025-04-07 01:04:12.166000+00:00,15.49,UberEats,completed
Atlantis Fresh Market #156,2025-04-07 01:03:52.213000+00:00,6.54,UberEats,completed
Jacksons Food Stores #10,2025-04-07 01:03:35.342000+00:00,14.96,DoorDash,completed
Chicken King (Aramex Restaurant),2025-04-07 01:02:01.506000+00:00,24.98,UberEats,completed
Jacksons Food Stores #665,2025-04-07 01:01:19.410000+00:00,21.65,DoorDash,completed
Jacksons Food Stores #2,2025-04-07 01:01:16.204000+00:00,16.48,UberEats,completed
Circle K (1697 Norman Dr),2025-04-07 01:00:52.210000+00:00,8.47,DoorDash,completed
Rocket #4207,2025-04-07 01:00:30.339000+00:00,8.78,DoorDash,completed
Jacksons Food Stores #811,2025-04-07 00:59:48.840000+00:00,25.33,UberEats,completed
Big Boss Stores 11 - Partin Dr N,2025-04-07 00:57:55.786000+00:00,15.77,UberEats,completed
Fastbreak Convenience Store - Stewart Ave Market,2025-04-07 00:57:09.019000+00:00,2.94,UberEats,denied
Rocket #1443,2025-04-07 00:56:32.378000+00:00,11.58,DoorDash,completed
Jallo Wine & Spirits,2025-04-07 00:55:53.719000+00:00,14.39,UberEats,completed
Rocket #4237,2025-04-07 00:55:50.615000+00:00,51.28,DoorDash,completed
Rocket #6533,2025-04-07 00:55:26.969000+00:00,19.92,DoorDash,completed
Moes 3 BP (Shaefer Hwy),2025-04-07 00:52:20.061000+00:00,12.07,GrubHub,completed
Rocket #692,2025-04-07 00:51:47.273000+00:00,25.92,UberEats,completed
Clipper Petroleum #47,2025-04-07 00:50:36.752000+00:00,6.98,DoorDash,completed
Circle K (8060 GA-85),2025-04-07 00:47:45.698000+00:00,16.44,DoorDash,completed
Jacksons Food Stores #54,2025-04-07 00:47:27.979000+00:00,13.96,UberEats,completed
Jacksons Food Stores #60,2025-04-07 00:46:12.290000+00:00,14.99,DoorDash,completed
Exxon Constant Friendship,2025-04-07 00:46:04.586000+00:00,11.99,UberEats,completed
Circle K (Westinghouse),2025-04-07 00:45:41.778000+00:00,18.22,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-07 00:43:51.870000+00:00,14.98,DoorDash,completed
Jacksons Food Stores #67,2025-04-07 00:42:46.733000+00:00,15.99,GrubHub,completed
Circle K (1176 Chattahoochee Ave NW),2025-04-07 00:40:40.083000+00:00,27.73,DoorDash,completed
Circle K (3601 Flat Shoals Rd),2025-04-07 00:40:01.912000+00:00,10.99,UberEats,completed
Jacksons Food Stores #168,2025-04-07 00:38:22.267000+00:00,16.49,DoorDash,completed
Lyons Liquors,2025-04-07 00:37:41.530000+00:00,37.99,UberEats,completed
Rocket #5454,2025-04-07 00:37:18.407000+00:00,7.99,DoorDash,completed
Jacksons Food Stores #49,2025-04-07 00:36:03.980000+00:00,7.98,UberEats,completed
Jacksons Food Stores #118,2025-04-07 00:35:20.997000+00:00,22.33,DoorDash,completed
Jacksons Food Stores #94,2025-04-07 00:35:05.528000+00:00,7.67,UberEats,completed
Coopers Chicken (Homedale),2025-04-07 00:34:24.079000+00:00,22.47,DoorDash,completed
Atlantis Fresh Market #187,2025-04-07 00:34:16.944000+00:00,2.21,UberEats,completed
Jacksons Food Stores #2,2025-04-07 00:33:37.213000+00:00,3.99,UberEats,completed
Par Mar Stores - 110 (Jones Road),2025-04-07 00:33:16.226000+00:00,12.03,UberEats,cancelled
Circle K (8060 GA-85),2025-04-07 00:32:57.423000+00:00,21.25,UberEats,cancelled
Jacksons Food Stores #662,2025-04-07 00:32:28.043000+00:00,41.69,DoorDash,completed
Clipper Petroleum #47,2025-04-07 00:30:26.023000+00:00,18.49,UberEats,completed
Jallo Wine & Spirits,2025-04-07 00:29:55.440000+00:00,11.98,UberEats,completed
Par Mar Stores - 26,2025-04-07 00:29:38.092000+00:00,11.97,UberEats,completed
Quick Track - LaMa #76,2025-04-07 00:28:41.470000+00:00,9.99,UberEats,completed
Jacksons Food Stores #28,2025-04-07 00:27:58.694000+00:00,8.97,DoorDash,completed
Circle K (1176 Chattahoochee Ave NW),2025-04-07 00:26:42.629000+00:00,10.97,UberEats,denied
Quick Track 82,2025-04-07 00:26:23.979000+00:00,27.95,UberEats,completed
Fast Break Corner Store,2025-04-07 00:25:47.446000+00:00,8.67,DoorDash,completed
Circle K (Westinghouse),2025-04-07 00:25:11.984000+00:00,4.77,DoorDash,completed
Double Kwik - 2026,2025-04-07 00:24:46.347000+00:00,4.78,DoorDash,completed
Jacksons Food Stores #28,2025-04-07 00:24:10.364000+00:00,49.86,UberEats,completed
Jacksons Food Stores #167,2025-04-07 00:22:56.961000+00:00,12.49,UberEats,completed
Circle K (Westinghouse),2025-04-07 00:21:39.813000+00:00,25.09,UberEats,completed
Clipper Petroleum #91,2025-04-07 00:20:28.406000+00:00,29.13,UberEats,completed
Circle K (1188 Broward Rd),2025-04-07 00:20:16.387000+00:00,7.68,DoorDash,completed
Rocket #218,2025-04-07 00:19:43.986000+00:00,9.48,UberEats,completed
Atlantis Fresh Market #30,2025-04-07 00:19:27.238000+00:00,24.41,UberEats,completed
Jacksons Food Stores #94,2025-04-07 00:19:21.343000+00:00,12.49,DoorDash,completed
Circle K Carlsbad,2025-04-07 00:18:28.968000+00:00,32.7,DoorDash,completed
Jacksons Food Stores #97,2025-04-07 00:17:37.161000+00:00,13.35,DoorDash,completed
Clipper Petroleum #1,2025-04-07 00:16:27.789000+00:00,14.45,DoorDash,completed
Jacksons Food Stores #87,2025-04-07 00:13:07.738000+00:00,5.78,UberEats,completed
Klondike Food Mart,2025-04-07 00:12:56.084000+00:00,24.69,UberEats,completed
Rocket #695,2025-04-07 00:12:45.071000+00:00,11.46,DoorDash,completed
Jacksons Food Stores #160,2025-04-07 00:12:25.622000+00:00,25.14,DoorDash,completed
Jacksons Food Stores #183,2025-04-07 00:11:17.303000+00:00,17.49,DoorDash,completed
Jacksons Food Stores #18,2025-04-07 00:10:12.069000+00:00,10.46,UberEats,completed
Circle K (2909 E South Blvd),2025-04-07 00:09:49.146000+00:00,3.99,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-07 00:09:25.716000+00:00,23.46,DoorDash,completed
Jacksons Food Stores #23,2025-04-07 00:09:22.407000+00:00,26.44,UberEats,completed
Clipper Petroleum #32,2025-04-07 00:09:20.823000+00:00,6.58,UberEats,completed
Jacksons Food Stores #648,2025-04-07 00:09:13.631000+00:00,3.98,UberEats,completed
Atlantis Fresh Market #69,2025-04-07 00:08:54.902000+00:00,12.73,UberEats,completed
Jacksons Food Stores #85,2025-04-07 00:08:32.518000+00:00,13.76,DoorDash,completed
Coopers Chicken (Corner Store),2025-04-07 00:07:24.156000+00:00,16.66,UberEats,completed
Quick Track - LaMa #76,2025-04-07 00:06:37.478000+00:00,11.49,UberEats,completed
Circle K (1106 N Jefferson St),2025-04-07 00:05:48.871000+00:00,9.07,DoorDash,completed
Rocket #5458,2025-04-07 00:05:33.843000+00:00,6.58,DoorDash,completed
Circle K (1188 Broward Rd),2025-04-07 00:05:13.467000+00:00,42.47,DoorDash,completed
Chicken King (Kim Hoang),2025-04-07 00:04:46.790000+00:00,32.98,UberEats,completed
Circle K (Westinghouse),2025-04-07 00:04:24.074000+00:00,25.63,UberEats,completed
Kangaroo Express (6103 Florida Blvd),2025-04-07 00:03:50.981000+00:00,11.78,DoorDash,completed
Jacksons Food Stores #53,2025-04-07 00:03:16.226000+00:00,7.98,UberEats,completed
Atlantis Fresh Market #508,2025-04-07 00:02:37.093000+00:00,5.54,UberEats,completed
Jacksons Food Stores #28,2025-04-07 00:02:22.249000+00:00,6.98,UberEats,completed
Rocket #4222,2025-04-07 00:01:59.912000+00:00,24.62,DoorDash,completed
3N Convenience Inc - Shell,2025-04-07 00:01:18.062000+00:00,19.98,UberEats,completed
Jacksons Food Stores #162,2025-04-07 00:01:12.723000+00:00,7.48,UberEats,completed
Jacksons Food Stores #14,2025-04-07 00:00:33.494000+00:00,31.51,DoorDash,completed
Quick Track 80,2025-04-06 23:59:59.158000+00:00,15.16,DoorDash,completed
Sandri - Lee Sunoco,2025-04-06 23:59:24.274000+00:00,16.94,DoorDash,completed
Lyons Liquors,2025-04-06 23:59:07.650000+00:00,2.29,UberEats,completed
Rocket #6318,2025-04-06 23:58:36.988000+00:00,18.25,GrubHub,completed
U-Stop Convenience Shop 14th & Center Park,2025-04-06 23:58:08.248000+00:00,5.58,UberEats,completed
Jacksons Food Stores #805,2025-04-06 23:57:27.709000+00:00,21.49,UberEats,completed
Rocket #5262,2025-04-06 23:57:27.448000+00:00,9.99,GrubHub,cancelled
Jacksons Food Stores #127,2025-04-06 23:56:10.584000+00:00,5.78,DoorDash,completed
Rocket #6318,2025-04-06 23:54:30.821000+00:00,17.54,GrubHub,completed
Jacksons Food Stores #60,2025-04-06 23:51:48.987000+00:00,15.27,UberEats,cancelled
Rocket #477,2025-04-06 23:50:55.620000+00:00,11.97,DoorDash,completed
Klondike Food Mart,2025-04-06 23:48:24.170000+00:00,5.18,UberEats,completed
Big Bad BBQ (Washburn Chevron),2025-04-06 23:45:56.614000+00:00,26.77,DoorDash,completed
Jr. Markets #5,2025-04-06 23:45:41.718000+00:00,20.89,UberEats,completed
Shell Quick Save,2025-04-06 23:44:59.599000+00:00,4.18,UberEats,completed
Jacksons Food Stores #50,2025-04-06 23:44:54.611000+00:00,5.78,UberEats,completed
Rocket #233,2025-04-06 23:44:44.121000+00:00,14.94,DoorDash,completed
Quick Track 75,2025-04-06 23:43:41.265000+00:00,6.96,DoorDash,completed
Jacksons Food Stores #73,2025-04-06 23:43:37.464000+00:00,22.44,DoorDash,completed
Rocket #5232,2025-04-06 23:40:30.531000+00:00,17.44,DoorDash,completed
Jacksons Food Stores #73,2025-04-06 23:40:14.293000+00:00,26.43,DoorDash,completed
Circle K (14314 Spring Hill Dr),2025-04-06 23:40:12.317000+00:00,8.97,DoorDash,completed
Clipper Petroleum #39,2025-04-06 23:39:21.710000+00:00,16.15,DoorDash,completed
Circle K (Westinghouse),2025-04-06 23:38:55.715000+00:00,26.97,DoorDash,completed
Jacksons Food Stores #105,2025-04-06 23:37:32.408000+00:00,33.43,UberEats,completed
Jacksons Food Stores #77,2025-04-06 23:36:56.893000+00:00,14.99,DoorDash,completed
Par Mar Stores - 115 (Washington St West),2025-04-06 23:36:42.607000+00:00,9.37,UberEats,cancelled
Jacksons Food Stores #807,2025-04-06 23:33:32.841000+00:00,11.98,UberEats,completed
Clipper Petroleum #77,2025-04-06 23:33:13.890000+00:00,9.87,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-06 23:32:41.731000+00:00,29.96,DoorDash,completed
Clipper Petroleum #38,2025-04-06 23:29:57.208000+00:00,22.45,UberEats,completed
Circle K (3299 Sixes Rd),2025-04-06 23:28:11.093000+00:00,11.98,UberEats,completed
Big Bad BBQ (Washburn Chevron),2025-04-06 23:27:21.125000+00:00,42.92,DoorDash,completed
Chisholm Corner 5,2025-04-06 23:25:45.068000+00:00,3.58,DoorDash,completed
Rotten Robbie #70,2025-04-06 23:25:29.494000+00:00,27.44,DoorDash,completed
Clipper Petroleum #47,2025-04-06 23:23:12.211000+00:00,4.58,DoorDash,completed
U-Stop Convenience Shop 27th & Stockwell,2025-04-06 23:22:51.030000+00:00,11.16,DoorDash,completed
Denton Goose Creek,2025-04-06 23:21:10.508000+00:00,20.46,DoorDash,completed
Rocket #1297,2025-04-06 23:20:42.532000+00:00,17.16,DoorDash,completed
Exxon Constant Friendship,2025-04-06 23:19:42.704000+00:00,9.99,UberEats,cancelled
Circle K (6357 Eastern Ave),2025-04-06 23:19:02.115000+00:00,21.85,DoorDash,completed
Double Kwik - 2052,2025-04-06 23:18:24.171000+00:00,12.46,DoorDash,completed
Rocket #43,2025-04-06 23:15:34.204000+00:00,5.38,DoorDash,completed
Rocket #1443,2025-04-06 23:15:05.944000+00:00,7.77,DoorDash,completed
Rocket #4244,2025-04-06 23:14:47.015000+00:00,18.56,UberEats,completed
Kangaroo Express (1684 S College St),2025-04-06 23:14:32.732000+00:00,9.97,DoorDash,completed
Fast Break Corner Store,2025-04-06 23:13:18.899000+00:00,47.98,DoorDash,completed
Burnham Grocers and Liquors,2025-04-06 23:13:15.119000+00:00,11.01,DoorDash,completed
Circle K - Main St,2025-04-06 23:12:13.635000+00:00,11.46,UberEats,completed
La Familia Stop-N-Shop,2025-04-06 23:11:53.288000+00:00,25.94,UberEats,completed
Clipper Petroleum #47,2025-04-06 23:11:38.368000+00:00,16.94,UberEats,completed
Jacksons Food Stores #118,2025-04-06 23:10:46.663000+00:00,7.98,DoorDash,completed
Circle K (3601 Flat Shoals Rd),2025-04-06 23:10:04.510000+00:00,19.53,UberEats,completed
Circle K (1697 Norman Dr),2025-04-06 23:09:54.792000+00:00,20.55,DoorDash,completed
Chop Chop Convenience Stores - Park Ave.,2025-04-06 23:09:52.490000+00:00,7.99,DoorDash,completed
Don's Xpress Center Central,2025-04-06 23:06:09.969000+00:00,3.29,DoorDash,completed
Jacksons Food Stores #200,2025-04-06 23:05:30.175000+00:00,13.35,UberEats,completed
Jacksons Food Stores #240,2025-04-06 23:04:24.619000+00:00,7.98,DoorDash,completed
Jacksons Food Stores #53,2025-04-06 23:03:44.999000+00:00,7.98,UberEats,cancelled
Atlantis Fresh Market #20,2025-04-06 23:03:44.242000+00:00,106.4,UberEats,completed
Jacksons Food Stores #61,2025-04-06 23:03:12.494000+00:00,7.98,DoorDash,completed
Tiger Mart #15,2025-04-06 23:01:12.226000+00:00,4.58,GrubHub,completed
Fast Break Corner Store,2025-04-06 23:00:46.019000+00:00,8.67,DoorDash,completed
Jacksons Food Stores #62,2025-04-06 23:00:36.513000+00:00,15.57,UberEats,completed
Jacksons Food Stores #68,2025-04-06 23:00:31.576000+00:00,8.97,DoorDash,completed
Rocket #5458,2025-04-06 22:59:52.175000+00:00,54.42,DoorDash,completed
Quick Track - LaMa #76,2025-04-06 22:59:43.814000+00:00,13.16,UberEats,completed
Quickmart #3,2025-04-06 22:59:19.551000+00:00,9.47,DoorDash,denied
Jacksons Food Stores #7,2025-04-06 22:57:53.968000+00:00,4.08,UberEats,completed
Moes 3 BP (Shaefer Hwy),2025-04-06 22:57:23.598000+00:00,8.18,UberEats,completed
Jacksons Food Stores #648,2025-04-06 22:56:15.337000+00:00,15.16,GrubHub,completed
Jacksons Food Stores #119,2025-04-06 22:54:20.308000+00:00,20.99,UberEats,completed
Jacksons Food Stores #144,2025-04-06 22:53:59.712000+00:00,3.99,UberEats,completed
Jacksons Food Stores #245,2025-04-06 22:53:51.449000+00:00,6.29,UberEats,completed
Circle K (6357 Eastern Ave),2025-04-06 22:52:52.078000+00:00,2.69,UberEats,completed
Jacksons Food Stores #54,2025-04-06 22:50:23.550000+00:00,11.97,DoorDash,completed
Coopers Chicken (Homedale),2025-04-06 22:49:12.035000+00:00,20.85,DoorDash,completed
Jacksons Food Stores #144,2025-04-06 22:47:38.570000+00:00,35.0,DoorDash,completed
Rocket #5460,2025-04-06 22:47:22.735000+00:00,48.96,DoorDash,completed
Mall Parkway Food Mart,2025-04-06 22:46:30.113000+00:00,5.18,DoorDash,completed
Quick Track - LaMa #76,2025-04-06 22:46:25.668000+00:00,13.96,UberEats,completed
Rocket #691,2025-04-06 22:45:46.013000+00:00,8.38,DoorDash,completed
Fastbreak Convenience Store - Stewart Ave Market,2025-04-06 22:44:27.391000+00:00,16.84,DoorDash,completed
Circle K Blanding,2025-04-06 22:43:18.429000+00:00,9.17,UberEats,completed
Jacksons Food Stores #94,2025-04-06 22:43:06.333000+00:00,20.94,UberEats,completed
Jacksons Food Stores #27,2025-04-06 22:41:10.485000+00:00,11.76,DoorDash,completed
Jacksons Food Stores #77,2025-04-06 22:39:42.446000+00:00,9.07,DoorDash,completed
Jacksons Food Stores #51,2025-04-06 22:39:34.835000+00:00,18.87,DoorDash,completed
Rocket #1966,2025-04-06 22:38:50.686000+00:00,14.35,DoorDash,completed
Jacksons Food Stores #28,2025-04-06 22:37:31.650000+00:00,11.96,DoorDash,completed
Rocket #4246,2025-04-06 22:37:14.450000+00:00,13.51,UberEats,completed
Coopers Chicken (Corner Store),2025-04-06 22:35:50.970000+00:00,14.17,DoorDash,completed
Rocket #167,2025-04-06 22:35:33.659000+00:00,2.99,UberEats,completed
Jallo Wine & Spirits,2025-04-06 22:35:01.228000+00:00,82.71,UberEats,completed
Jacksons Food Stores #648,2025-04-06 22:34:20.486000+00:00,13.66,DoorDash,completed
Rocket #6497,2025-04-06 22:32:29.705000+00:00,14.95,DoorDash,completed
Jacksons Food Stores #166,2025-04-06 22:28:29.464000+00:00,12.49,UberEats,completed
Rocket #4218,2025-04-06 22:27:03.685000+00:00,17.48,GrubHub,completed
Jacksons Food Stores #615,2025-04-06 22:26:46.987000+00:00,11.07,DoorDash,completed
Circle K (IH 35),2025-04-06 22:25:02.690000+00:00,12.06,UberEats,completed
Par Mar Stores - 169,2025-04-06 22:24:58.610000+00:00,11.16,DoorDash,completed
Jacksons Food Stores #28,2025-04-06 22:24:26.745000+00:00,19.95,DoorDash,completed
Jacksons Food Stores #245,2025-04-06 22:22:54.185000+00:00,5.98,UberEats,completed
Jacksons Food Stores #807,2025-04-06 22:21:46.835000+00:00,7.98,UberEats,completed
Wickliffe Clark,2025-04-06 22:21:19.824000+00:00,6.76,UberEats,completed
Circle K (1810 Dry Pond Rd),2025-04-06 22:20:48.091000+00:00,5.38,UberEats,completed
Circle K (Airport Road),2025-04-06 22:20:12.797000+00:00,13.99,UberEats,completed
Sunoco Town Center,2025-04-06 22:19:53.342000+00:00,10.26,UberEats,completed
Clipper Petroleum #25,2025-04-06 22:15:30.742000+00:00,14.35,DoorDash,completed
Jacksons Food Stores #51,2025-04-06 22:15:16.460000+00:00,2.89,DoorDash,completed
Eagle Stores (Fairborn),2025-04-06 22:15:06.135000+00:00,25.98,UberEats,completed
Jacksons Food Stores #179,2025-04-06 22:14:59.508000+00:00,15.49,DoorDash,completed
Jacksons Food Stores #28,2025-04-06 22:12:21.304000+00:00,11.96,DoorDash,completed
Rocket #5216,2025-04-06 22:12:09.200000+00:00,8.5,DoorDash,completed
Rocket #6146,2025-04-06 22:11:42.331000+00:00,19.12,DoorDash,completed
Double Kwik - 2050,2025-04-06 22:10:11.725000+00:00,3.98,DoorDash,completed
Atlantis Fresh Market #524,2025-04-06 22:10:03.202000+00:00,15.95,UberEats,completed
Jacksons Food Stores #26,2025-04-06 22:09:35.611000+00:00,25.13,DoorDash,completed
Jr. Markets #5,2025-04-06 22:08:12.720000+00:00,10.77,UberEats,completed
Energy Mart 2 - Haywood Rd,2025-04-06 22:07:44.847000+00:00,23.24,UberEats,completed
Discount Convenience #5,2025-04-06 22:06:57.295000+00:00,11.98,UberEats,completed
Par Mar Stores - 115 (Washington St West),2025-04-06 22:06:47.272000+00:00,9.37,UberEats,cancelled
Energy Mart 10 - Long Shoals Rd,2025-04-06 22:04:30.118000+00:00,40.05,UberEats,completed
Circle K (3400 Busbee Dr NW),2025-04-06 22:03:32.185000+00:00,7.28,DoorDash,completed
